date_delivrance,lead_cat,priorite,commune,prefecture,region,nature,building_type,floors,n_units_stated,surface,resume,adp,n_permis,dossier_id,lat,lon
2026-07-09,grands_projets,haute,ARRONDISSEMENT D'AGDAL,PREFECTURE DE FES,REGION DE FES-MEKNES,Construction,immeuble,7,0,341.0,immeuble · R+7 · 341 m2 · sous-sol,"LOT N° 27, CHAMPS DE COURSE, ARR AGDAL",GUcfes-0140/2026,715743,34.03833,-5.01128
2026-07-09,lotissements,haute,COMMUNE DE GUENFOUDA,PROVINCE DE JERADA,REGION DE L'ORIENTALE,Morcellement,autre,0,0,110577.0,110 577 m2,JERADA,GUcgfd-0031/2026,766014,34.41382,-2.01597
2026-07-09,grands_projets,normale,COMMUNE DE HARBIL,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,social,2,0,72.0,social · R+2 · 72 m2,"Opération Tamansourt Tranche 7, lot n° 51 C",GUchbl-0366/2026,788868,31.75879,-8.11878
2026-07-09,equipements,normale,COMMUNE DE OUED AMLIL,PROVINCE DE TAZA,REGION DE FES-MEKNES,Construction,sante,0,0,1100.0,sante · 1 100 m2,OUED AMLIL,GUcoal-0034/2026,697882,35.74783,-4.60173
2026-07-09,industriel,normale,COMMUNE DE HARBIL,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,industriel,1,0,306.0,industriel · R+1 · 306 m2,TAMNSOURT TRANCHE 7 LOT N° B-15MARRAKECH,GUchbl-0369/2026,757205,31.75973,-8.12076
2026-07-09,grands_projets,normale,COMMUNE D'OUAHAT SIDI BRAHIM,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,residence,2,0,118.0,residence · R+2 · 118 m2,LOTISSEMENT SPORT CITY MARRAKECH TR3-D184,GUcosb-0253/2026,705277,31.70978,-7.97289
2026-07-09,equipements,normale,COMMUNE DE TAMALLALT,PROVINCE D'EL KELAA DES SRAGHNA,REGION DE MARRAKECH-SAFI,Construction,education,0,0,898.0,education · 898 m2 · sous-sol,Proprieté dite Ecole Privée - Commune Tamelelt .Centre Tamelelt,GUctll-0064/2026,789179,31.81761,-7.50911
2026-07-09,lotissements,haute,ARRONDISSEMENT HAY HASSANI,PRÉFECTURE HAY HASSANI,REGION DE CASABLANCA-SETTAT,Morcellement,autre,0,0,98604.0,98 604 m2,PREFECTURE ET ARRONDISSEMENTT HAY HASSANI QUARTIER NASSIM,GUcas-0651/2026,765086,33.52162,-7.66132
2026-07-09,grands_projets,haute,COMMUNE DE TASSOULTANTE,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Groupement d'habitations,villa,1,0,14864.0,villa · R+1 · 14 864 m2,"PROPRIETE DITE : HALIMA III, DOUAR EL GOUASSEM LOT N° 9",GUctse-0615/2026,731344,31.54957,-7.98575
2026-07-09,lotissements,haute,COMMUNE MANSOURIA,PROVINCE BEN SLIMANE,REGION DE CASABLANCA-SETTAT,Morcellement,autre,0,0,1067987.0,1 067 987 m2,BEN SLIMANE,GUmsr-0097/2026,807716,33.69028,-7.27717
2026-07-09,lotissements,normale,COMMUNE DE MIDAR,PROVINCE DE DRIOUCH,REGION DE L'ORIENTALE,Lotissement,lotissement,0,0,3509.0,lotissement · 3 509 m2,LIEU DIT KODIAT DIB -COMMUNE DE MIDAR,GUcmdr-0027/2026,488245,34.94849,-3.52947
2026-07-09,grands_projets,normale,COMMUNE DE HARBIL,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,social,2,0,80.0,social · R+2 · 80 m2,"Opération Tamansourt Tranche 7, lot n° 43 S1",GUchbl-0372/2026,793150,31.76622,-8.11415
2026-07-09,grands_projets,haute,COMMUNE DE TASSOULTANTE,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Groupement d'habitations,lotissement,0,0,55416.0,lotissement · 55 416 m2,"Douar Moulay Chrif, Tassoultante, Marrakech.",GUctse-0640/2026,764451,31.55169,-7.92948
2026-07-09,lotissements,haute,COMMUNE BOUZNIKA,PROVINCE BEN SLIMANE,REGION DE CASABLANCA-SETTAT,Lotissement,lotissement,3,0,68700.0,lotissement · R+3 · 68 700 m2,PROPRIETE DITE REMLIA  ET PROPRIETE DITE HAMIRI,GUbzk-0293/2026,778987,33.76525,-7.13825
2026-07-09,industriel,normale,COMMUNE DE HARBIL,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,industriel,1,0,1640.0,industriel · R+1 · 1 640 m2,TAMENSOURT VII-3H,GUchbl-0347/2026,770607,31.76493,-8.11381
2026-07-09,hotellerie,normale,COMMUNE DE KSAR SGHIR,PROVINCE DE FAHS-ANJRA,REGION DE TANGER-TETOUAN-AL HOCEIMA,Construction,hotel,0,0,1936.0,hotel · 1 936 m2,"Mleich DIKI,",GUcksr-0050/2026,434589,35.83046,-5.59339
2026-07-09,industriel,normale,COMMUNE DE HARBIL,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,industriel,0,0,1626.0,industriel · 1 626 m2,TAMENSOURT VII-20H,GUchbl-0345/2026,770727,31.76787,-8.11045
2026-07-09,lotissements,haute,COMMUNE SIDI HAJJAJ OUED HASSAR,PROVINCE MEDIOUNA,REGION DE CASABLANCA-SETTAT,Lotissement,lotissement,3,0,20530.0,lotissement · R+3 · 20 530 m2,propriete dite BLED SIDI MOHAMED DOUAR SIDI MASOUD MEDIOUNA,GUshj-0146/2026,766928,30.56978,-10.52483
2026-07-08,grands_projets,normale,COMMUNE DE NADOR,PROVINCE DE NADOR,REGION DE L'ORIENTALE,Groupement d'habitations,immeuble,3,0,887.0,immeuble · R+3 · 887 m2,QU AARID -NADOR-,GUcndr-0269/2026,732675,35.14886,-2.94125
2026-07-08,equipements,normale,ARRONDISSEMENT AIN SEBAA,PRÉFECTURE AIN SEBAA - HAY MOHAMMADI,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,education,4,0,354.0,education · R+4 · 354 m2,Boulevard de la gare n°82 propriété dite : El Hachemi,GUcas-0724/2026,763637,30.4877,-10.60236
2026-07-08,lotissements,haute,COMMUNE DE SAADLA,PROVINCE DE SAFI,REGION DE MARRAKECH-SAFI,Morcellement,autre,0,0,170460.0,170 460 m2,PCE SAFI C.T SAADLA DR OULAD KHOU,GUcsdl-0013/2026,671890,32.29451,-9.09438
2026-07-08,lotissements,haute,ARRONDISSEMENT HAY HASSANI,PRÉFECTURE HAY HASSANI,REGION DE CASABLANCA-SETTAT,Lotissement,lotissement,0,0,3567426.0,lotissement · 3 567 426 m2,AEROPORT ANFA,GUcas-0721/2026,768864,33.55687,-7.66109
2026-07-08,grands_projets,normale,COMMUNE HAOUZIA,PROVINCE EL JADIDA,REGION DE CASABLANCA-SETTAT,Construction,social,0,0,90.0,social · 90 m2,"ANNASSIM A153, Lotissement Annassim, Haouzia - El Jadida",GUhza-0068/2026,803570,33.19394,-8.44984
2026-07-08,grands_projets,haute,COMMUNE DE TASSOULTANTE,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Groupement d'habitations,residence,0,0,29472.0,residence · 29 472 m2,PROPRIETE DITE  BELHAJ 2 ET 3 COMMUNE TASSOULTANTE,GUctse-0714/2026,592636,31.70321,-7.92296
2026-07-08,grands_projets,normale,COMMUNE DE SIDI YAHYA EL GHARB,PROVINCE DE SIDI SLIMANE,REGION DE RABAT-SALE-KENITRA,Construction,social,2,0,96.0,social · R+2 · 96 m2,LOTISSEMENT RHAOUNA LOT N° 908,GUcsye-0181/2026,807289,34.29624,-6.30828
2026-07-08,grands_projets,normale,COMMUNE ECHELLALATE,PRÉFECTURE MOHAMMEDIA,REGION DE CASABLANCA-SETTAT,Construction,residence,4,0,307.0,residence · R+4 · 307 m2 · sous-sol,"LOTTISSEMENT ''AL MAROUA LOTP31""",GUchl-0088/2026,784096,33.62085,-7.4353
2026-07-08,lotissements,haute,COMMUNE OUALIDIA,PROVINCE SIDI BENNOUR,REGION DE CASABLANCA-SETTAT,Lotissement,lotissement,0,0,8837.0,lotissement · 8 837 m2,"Pte Dite "" CHAIMAA B "" , "" CHAIMAA "" , "" BRIOUIG "" Et "" CHAIMAA "" , Quartier Hiout Lkahia , Centre O",GUlod-0042/2026,721945,32.73799,-9.02295
2026-07-08,equipements,normale,COMMUNE DE KHOURIBGA,PROVINCE DE KHOURIBGA,REGION DE BENI MELLAL-KHENIFRA,Modification / Aménagement,education,0,0,600.0,education · 600 m2,LOTISSEMENT  AL MAWLID  KHOURIBGA,GUckra-0945/2026,804614,32.89198,-6.92773
2026-07-08,hotellerie,normale,ARRONDISSEMENT MAARIF,PRÉFECTURE ANFA,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,hotel,5,0,932.0,hotel · R+5 · 932 m2,RUE D'ANNAM ET RUE DE L'ATLAS,GUcas-0728/2026,810018,30.49236,-10.59063
2026-07-08,equipements,normale,ARRONDISSEMENT AIN CHOCK,PRÉFECTURE AIN CHOCK,REGION DE CASABLANCA-SETTAT,Construction,education,0,0,3286.0,education · 3 286 m2,"Propriété dite carré Vert, E77, Quartier Drabna, Sidi Maarouf",GUcas-0725/2026,766292,33.50322,-7.64929
2026-07-08,industriel,haute,COMMUNE ZAOUIAT SAISS,PROVINCE EL JADIDA,REGION DE CASABLANCA-SETTAT,Construction,industriel,0,0,53857.0,industriel · 53 857 m2,COMMUNE RURAL ZAOUIT SAISS SAHEL SIDI SMAIL,GUzss-0002/2026,668605,32.84664,-8.55341
2026-07-08,lotissements,haute,COMMUNE DE FOUM EL ANCEUR,PROVINCE DE BENI MELLAL,REGION DE BENI MELLAL-KHENIFRA,Morcellement,lotissement,0,0,6382189.0,lotissement · 6 382 189 m2,PROVINCE BENI MELLAL,GUcfea-0013/2026,769377,32.3607,-6.30641
2026-07-08,industriel,normale,COMMUNE SIDI EL MEKKI,PROVINCE BERRECHID,REGION DE CASABLANCA-SETTAT,Construction,industriel,2,0,2842.0,industriel · R+2 · 2 842 m2,"Lot 104, PARC INDUSTRIEL ECOPARC, COMMUNE SIDI EL MEKKI, PROVINCE DE BERRECHID",GUsem-0020/2026,704178,33.29429,-7.65816
2026-07-08,grands_projets,normale,COMMUNE DE TASSOULTANTE,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,social,1,0,149.0,social · R+1 · 149 m2,Proprièté dite Koukou 929 lotissement riad ourika Tassoultante Marrakech,GUctse-0681/2026,708411,31.57322,-7.96505
2026-07-08,equipements,normale,COMMUNE DE DEBDOU,PROVINCE DE TAOURIRT,REGION DE L'ORIENTALE,Modification / Aménagement,sante,0,0,122.0,sante · 122 m2,HAY HAOUCH PARTIE DE LOT N:89,GUcdbd-0002/2026,777014,33.99192,-3.03768
2026-07-08,industriel,normale,COMMUNE DE ZAGORA,PROVINCE DE ZAGOURA,REGION DE DARAA-TAFILALET,Construction,industriel,0,0,24.0,industriel · 24 m2,ZONE  DES  ACTIVITÉS  ÉCONOMIQUES  LOT N°215 ZAGORA,GUczgo-0113/2026,665627,30.33835,-5.84475
2026-07-08,industriel,haute,COMMUNE SIDI HAJJAJ OUED HASSAR,PROVINCE MEDIOUNA,REGION DE CASABLANCA-SETTAT,Construction,industriel,3,0,10026.0,industriel · R+3 · 10 026 m2,PTE DITE : SELLAM  DOUAR OULED HADDA,GUshj-0133/2026,632242,33.4976,-7.48754
2026-07-07,lotissements,haute,COMMUNE BOUSKOURA,PROVINCE NOUACEUR,REGION DE CASABLANCA-SETTAT,Lotissement,lotissement,3,0,10255.0,lotissement · R+3 · 10 255 m2,PROPRIETE DITE HAMRIA PROVINCE DE NOUACEUR,GUbsk-0250/2026,776803,33.45383,-7.66264
2026-07-07,grands_projets,haute,COMMUNE DE TAZA,PROVINCE DE TAZA,REGION DE FES-MEKNES,Groupement d'habitations,lotissement,2,0,5027.0,lotissement · R+2 · 5 027 m2 · sous-sol,"Prte dite ARSET EL HAFRA , QUARTIER BAB RIH , TAZA .",GUctaa-0245/2026,579811,34.21488,-4.01958
2026-07-07,equipements,normale,COMMUNE DE SEFROU,PROVINCE DE SEFROU,REGION DE FES-MEKNES,Modification / Aménagement,education,0,0,178.0,education · 178 m2,QUARTIER DERB EL MITER,GUcsru-0119/2026,794546,33.82811,-4.83405
2026-07-07,hotellerie,normale,COMMUNE DE TAMAZOUZTE,PROVINCE D'AL HAOUZ,REGION DE MARRAKECH-SAFI,Modification / Aménagement,hotel,0,0,2565.0,hotel · 2 565 m2,Commune Tamazouzte Douar Bouaaouid,GUctze-0036/2026,772924,30.60674,-10.47047
2026-07-07,lotissements,haute,COMMUNE DE KHOURIBGA,PROVINCE DE KHOURIBGA,REGION DE BENI MELLAL-KHENIFRA,Lotissement,lotissement,0,0,5918.0,lotissement · 5 918 m2,Douar Ouled Cheikh Ali Commune de khouribga,GUckra-0970/2026,793173,32.89712,-6.94625
2026-07-07,grands_projets,normale,ARRONDISSEMENT HAY HASSANI,PRÉFECTURE HAY HASSANI,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,bureau,6,0,618.0,bureau · R+6 · 618 m2,"Main street, RDC bâtiment B",GUcas-0718/2026,716040,33.56302,-7.65968
2026-07-07,industriel,haute,COMMUNE SAHEL OULAD H'RIZ,PROVINCE BERRECHID,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,industriel,0,0,51083.01,industriel · 51 083 m2,centre laassilet oulad hriz zone industrielle angle rue 6 et rue7,GUsoh-0028/2026,726591,33.36938,-7.79424
2026-07-07,grands_projets,normale,ARRONDISSEMENT SIDI BELYOUT,PRÉFECTURE ANFA,REGION DE CASABLANCA-SETTAT,Construction,hotel,6,0,385.0,hotel · R+6 · 385 m2 · sous-sol,"Angle Rue ENTRECASTEAUX et Rue BOULMANE, Quartier BOURGOGNE",GUcas-0719/2026,708493,30.49702,-10.60316
2026-07-07,lotissements,haute,COMMUNE DE GUENFOUDA,PROVINCE DE JERADA,REGION DE L'ORIENTALE,Morcellement,autre,0,0,58118.0,58 118 m2,PCE JERADA - CMN GUENFOUDA - DOUAR DBABRA,GUcgfd-0030/2026,811017,34.52867,-1.98249
2026-07-07,hotellerie,normale,ARRONDISSEMENT DE MARRAKECH-MEDINA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,hotel,0,0,142.0,hotel · 142 m2,DERB EL FERANE N°47 AZBEZT,GUcmkh-0672/2026,780410,31.47826,-7.9807
2026-07-07,lotissements,haute,COMMUNE DE SIDI MOUSSA LEMHAYA,PREFECTURE D'OUJDA-ANGAD,REGION DE L'ORIENTALE,Morcellement,autre,0,0,181310.0,181 310 m2,Commune sidi moussa lamhaya,GUcsml-0031/2026,802589,34.59021,-2.06311
2026-07-07,lotissements,haute,COMMUNE SIDI HSSAIN BEN ABDERRAHMANE,PROVINCE EL JADIDA,REGION DE CASABLANCA-SETTAT,Morcellement,autre,0,0,10000.0,10 000 m2,Douar Lamssaada,GUshba-0011/2026,729228,33.10356,-8.17546
2026-07-07,industriel,normale,COMMUNE OULED SALEH,PROVINCE NOUACEUR,REGION DE CASABLANCA-SETTAT,Construction,industriel,1,0,1186.0,industriel · R+1 · 1 186 m2,LOTISSEMENT KFG PARC INDUSTRIEL LOT N° 38,GUosh-0137/2026,627873,33.39365,-7.68579
2026-07-07,lotissements,haute,COMMUNE D'OULAD ABDOUNE,PROVINCE DE KHOURIBGA,REGION DE BENI MELLAL-KHENIFRA,Morcellement,autre,0,0,969000.0,969 000 m2,DOUAR LAAMAMRA,GUcoae-0171/2026,716862,32.94884,-6.97104
2026-07-07,industriel,normale,COMMUNE OULED SALEH,PROVINCE NOUACEUR,REGION DE CASABLANCA-SETTAT,Construction,industriel,2,0,1128.0,industriel · R+2 · 1 128 m2,LOTISSEMENT JABER LOT N° 1,GUosh-0138/2026,627283,33.39602,-7.69726
2026-07-07,equipements,normale,COMMUNE D'AIN ATTIG,PREFECTURE SKHIRATE TEMARA,REGION DE RABAT-SALE-KENITRA,Construction,education,3,0,410.0,education · R+3 · 410 m2 · sous-sol,LOT 50 LOTISSEMENT ALIA II,GUatig-0129/2026,761163,33.88073,-6.96756
2026-07-07,industriel,haute,COMMUNE D'IQADDAR,PROVINCE D'EL HAJEB,REGION DE FES-MEKNES,Construction,industriel,0,0,64970.0,industriel · 64 970 m2,Province d'El Hajeb - Commune Ikaddar,GUcidr-0009/2026,762806,33.60283,-5.29626
2026-07-07,industriel,normale,ARRONDISSEMENT DE MENARA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,industriel,2,0,288.0,industriel · R+2 · 288 m2,LOTISSEMENT AL MASSAR RUE SAFI LOT N 691,GUcmkh-0641/2026,571813,31.67294,-8.03552
2026-07-07,grands_projets,normale,ARRONDISSEMENT DE MENARA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Groupement d'habitations,villa,0,0,842.0,villa · 842 m2,"Propriété dite : ""Melk Laamiri Ikhouane"", Lieu dit Targa",GUcmkh-0664/2026,775231,31.65964,-8.05194
2026-07-07,equipements,normale,COMMUNE SETTAT,PROVINCE SETTAT,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,education,4,0,157.0,education · R+4 · 157 m2,PTE DITE : « EBORK 2 »VILLE  SETTAT.,GUstt-0475/2026,601399,32.9909,-7.6156
2026-07-07,lotissements,haute,COMMUNE D'AIT YAAZEM,PROVINCE D'EL HAJEB,REGION DE FES-MEKNES,Morcellement,autre,0,0,61520.0,61 520 m2,COOPERATIVE LAKBIRA COMMUNE AIT YAAZEM AGOURAI EL HAJEB,GUcaym-0027/2026,808385,33.85559,-5.64499
2026-07-07,equipements,normale,ARRONDISSEMENT DE GUELIZ,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,sante,0,0,1050.0,sante · 1 050 m2,LOTISSEMENT AL GHOUL 112 ROUTE DE TARGA,GUcmkh-0652/2026,650749,31.64024,-8.01965
2026-07-07,equipements,normale,COMMUNE DE TIDILI FETOUAKA,PROVINCE D'AZILAL,REGION DE BENI MELLAL-KHENIFRA,Modification / Aménagement,sante,0,0,77.0,sante · 77 m2,DR DARAA COMMUNE TIDILI FETOUAKA,GUctfa-0016/2026,610660,31.7438,-7.12327
2026-07-07,lotissements,haute,COMMUNE D'AIT OUALLAL,PREFECTURE DE MEKNES,REGION DE FES-MEKNES,Morcellement,autre,0,0,1249179.0,1 249 179 m2,Préfécture de Meknes Commune de Ait Ouallal,GUcaou-0181/2026,730502,33.86077,-5.68056
2026-07-07,lotissements,haute,COMMUNE D'AIT YAAZEM,PROVINCE D'EL HAJEB,REGION DE FES-MEKNES,Morcellement,autre,0,0,50648.0,50 648 m2,"COMMUNE AIT YAAZEM , PROVINCE EL HAJEB",GUcaym-0029/2026,790332,33.68521,-5.59195
2026-07-07,lotissements,haute,COMMUNE DE KHATAZAKANE,PROVINCE DE SAFI,REGION DE MARRAKECH-SAFI,Morcellement,autre,0,0,20722.0,20 722 m2,"Pce de Safi, Cle Gzoula, C.T Khatazakane, Dr EL Chyoukhe",GUckze-0005/2026,755416,32.20224,-9.06537
2026-07-07,equipements,normale,ARRONDISSEMENT DE GUELIZ,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,education,0,0,132.0,education · 132 m2,"A 16 BORJ MENARA II ETG 4 AV ABDELKRIM EL KHATTABI, Marrakech",GUcmkh-0639/2026,790344,31.65257,-8.01986
2026-07-07,lotissements,haute,COMMUNE LAGHDIRA,PROVINCE EL JADIDA,REGION DE CASABLANCA-SETTAT,Morcellement,autre,0,0,280100.0,280 100 m2,Dr Kouaka,GUlgr-0040/2026,797396,33.31743,-8.03325
2026-07-06,grands_projets,normale,COMMUNE D'OUAHAT SIDI BRAHIM,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,social,2,0,84.0,social · R+2 · 84 m2,Lotissement Abouab El Falah lot 431,GUcosb-0246/2026,757134,31.70947,-8.01558
2026-07-06,lotissements,haute,COMMUNE MHARZA ESSAHEL,PROVINCE EL JADIDA,REGION DE CASABLANCA-SETTAT,Morcellement,autre,0,0,10139.0,10 139 m2,Douar Lamkhatra,GUmel-0023/2026,770310,33.38216,-8.0587
2026-07-06,grands_projets,haute,COMMUNE DE MEKNES,PREFECTURE DE MEKNES,REGION DE FES-MEKNES,Groupement d'habitations,villa,0,0,6222.0,villa · 6 222 m2,"PROPRIETES DITES "" LOTS RAHA  3- 4 ET 6""",GUcmks-0315/2026,800459,33.90903,-5.51062
2026-07-06,lotissements,normale,COMMUNE DE NADOR,PROVINCE DE NADOR,REGION DE L'ORIENTALE,Lotissement,lotissement,0,0,3023.0,lotissement · 3 023 m2,"QT AARRID, COMMUNE DE NADOR",GUcndr-0262/2026,570949,35.14223,-2.94325
2026-07-06,industriel,normale,ARRONDISSEMENT AIN CHOCK,PRÉFECTURE AIN CHOCK,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,industriel,3,0,362.0,industriel · R+3 · 362 m2,LOTISSEMENT MOUNA  LOT N° 127 AIN CHOCK,GUcas-0712/2026,772405,33.52882,-7.6023
2026-07-06,industriel,normale,COMMUNE SIDI AL AIDI,PROVINCE SETTAT,REGION DE CASABLANCA-SETTAT,Construction,industriel,0,0,1441.0,industriel · 1 441 m2,PARK LOGINTEK LOT 34 SIDI ELAIDI,GUsaa-0038/2026,791862,33.09013,-7.6052
2026-07-06,equipements,normale,COMMUNE DE SAFI,PROVINCE DE SAFI,REGION DE MARRAKECH-SAFI,Modification / Aménagement,sante,0,0,80.0,sante · 80 m2,N° 19 Avenue Bordeaux Quartier l’Hopital (Lot 8 lotissement TAJER PAQUET),GUcsfi-0566/2026,758935,32.28731,-9.23564
2026-07-06,industriel,normale,COMMUNE SIDI AL AIDI,PROVINCE SETTAT,REGION DE CASABLANCA-SETTAT,Construction,industriel,0,0,1519.0,industriel · 1 519 m2,ZONE INDUSTRIELLE PARK LOGINTEK. LOT 68.  SETTAT,GUsaa-0035/2026,805916,33.08834,-7.60603
2026-07-06,equipements,haute,COMMUNE DE LAAYOUNE,PROVINCE DE LAAYOUNE,REGION DE LAAYOUNE-SAKIA EL HAMRA,Construction,education,0,0,25002.0,education · 25 002 m2,COMMUNE DE LAAYOUNE,GUclyn-0317/2026,630528,35.43415,-6.12681
2026-07-06,industriel,normale,COMMUNE SIDI AL AIDI,PROVINCE SETTAT,REGION DE CASABLANCA-SETTAT,Construction,industriel,0,0,1505.0,industriel · 1 505 m2,PARK LOGINTEK LOT 33.  SIDI EL AIDI,GUsaa-0033/2026,790496,33.08956,-7.60568
2026-07-06,industriel,haute,COMMUNE OULED SALEH,PROVINCE NOUACEUR,REGION DE CASABLANCA-SETTAT,Construction,industriel,0,0,7487.0,industriel · 7 487 m2,ard eddowyate,GUosh-0128/2026,722117,33.38912,-7.68678
2026-07-06,industriel,normale,COMMUNE SIDI AL AIDI,PROVINCE SETTAT,REGION DE CASABLANCA-SETTAT,Construction,industriel,0,0,1604.0,industriel · 1 604 m2,PARK LOGINTEK LOT 50 SIDI ELAIDI,GUsaa-0042/2026,796114,33.08949,-7.60297
2026-07-06,grands_projets,normale,ARRONDISSEMENT AIN SEBAA,PRÉFECTURE AIN SEBAA - HAY MOHAMMADI,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,immeuble,6,0,3800.0,immeuble · R+6 · 3 800 m2 · sous-sol,ALLEE DE LA PLAGE AIN SEBAA PRT DITE CHIAVELLI N°1,GUcas-0703/2026,805679,33.61798,-7.54079
2026-07-06,industriel,normale,COMMUNE DE SIDI BOU OTHMANE,PROVINCE DE RHAMNA,REGION DE MARRAKECH-SAFI,Construction,industriel,0,0,492.0,industriel · 492 m2,PARC INDUSTRIEL SIDI BOUATMANE LOT 240 &amp; 241 PROVINCE DE REHAMNA  COMMUNE SIDI BOUATMANE DR DOUA,GUcsbo-0037/2026,757186,31.93696,-7.93692
2026-07-06,grands_projets,haute,ARRONDISSEMENT HAY HASSANI,PRÉFECTURE HAY HASSANI,REGION DE CASABLANCA-SETTAT,Construction,immeuble,16,0,229049.0,immeuble · R+16 · 229 049 m2,KM 7 ROUTE D'EL JADIDA,GUcas-0710/2026,741233,33.54985,-7.65098
2026-07-06,grands_projets,haute,ARRONDISSEMENT DE TANGER-MEDINA,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Groupement d'habitations,residence,5,0,35350.0,residence · R+5 · 35 350 m2,"Sis à W. de Tanger, Préfecturede Tanger Asilah,C.U de Tanger,  lieu dit MESNANA",GUctgr-0112/2026,777590,35.76511,-5.84853
2026-07-06,industriel,normale,COMMUNE SIDI AL AIDI,PROVINCE SETTAT,REGION DE CASABLANCA-SETTAT,Construction,industriel,0,0,1519.0,industriel · 1 519 m2,PARK LOGINTEK SIDI EL AIDI LOT 66,GUsaa-0041/2026,794621,33.0881,-7.60611
2026-07-06,equipements,normale,COMMUNE DE LQLIAA,PREFECTURE D'INEZGANE-AIT MELLOUL,REGION DE SOUSS-MASSA,Modification / Aménagement,sante,0,0,115.0,sante · 115 m2 · sous-sol,"LOT N° 250, LOTISSEMENT TALAINT, LQLIAA",GUclql-0220/2026,796106,30.31031,-9.47222
2026-07-06,industriel,normale,COMMUNE SIDI AL AIDI,PROVINCE SETTAT,REGION DE CASABLANCA-SETTAT,Construction,industriel,0,0,1221.0,industriel · 1 221 m2,PARK LOGINTEK LOT 32 SIDI ELAIDA,GUsaa-0034/2026,791837,33.09008,-7.60552
2026-07-06,industriel,normale,COMMUNE SIDI AL AIDI,PROVINCE SETTAT,REGION DE CASABLANCA-SETTAT,Construction,industriel,0,0,1448.0,industriel · 1 448 m2,Park Logintek Lot 35 SIDI ELAIDA,GUsaa-0039/2026,791577,33.08944,-7.60536
2026-07-06,grands_projets,haute,ARRONDISSEMENT DE BNI MAKADA,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Groupement d'habitations,immeuble,7,0,30980.0,immeuble · R+7 · 30 980 m2,HARRARINE,GUctgr-0144/2026,722769,35.72191,-5.83636
2026-07-06,grands_projets,haute,ARRONDISSEMENT SIDI BELYOUT,PRÉFECTURE ANFA,REGION DE CASABLANCA-SETTAT,Construction,hotel,7,0,436.0,hotel · R+7 · 436 m2,Talbi 13 Quartier de l'Horloge,GUcas-0704/2026,732729,33.59432,-7.61523
2026-07-06,lotissements,haute,COMMUNE DE HARHOURA,PREFECTURE SKHIRATE TEMARA,REGION DE RABAT-SALE-KENITRA,Lotissement,lotissement,0,0,25868.0,lotissement · 25 868 m2,Propriété dite Ahmed,GUchha-0067/2026,792460,33.91411,-6.96805
2026-07-06,lotissements,haute,COMMUNE D'AIN SFA,PREFECTURE D'OUJDA-ANGAD,REGION DE L'ORIENTALE,Morcellement,autre,0,0,40000.0,40 000 m2,AIN SFA,GUcans-0022/2026,739307,34.69847,-2.19135
2026-07-06,lotissements,haute,COMMUNE D'OUARZAZATE,PROVINCE D'OUARZAZATE,REGION DE DARAA-TAFILALET,Morcellement,sport,2,0,378124.0,sport · R+2 · 378 124 m2 · piscine,OUARZAZATE CENTRE,GUcozz-0143/2026,800917,34.51781,-6.968
2026-07-06,lotissements,haute,COMMUNE D'ISLY,PREFECTURE D'OUJDA-ANGAD,REGION DE L'ORIENTALE,Morcellement,autre,0,0,70880.0,70 880 m2,ISLY,GUcisl-0026/2026,784089,34.75717,-1.95553
2026-07-06,industriel,normale,COMMUNE SIDI AL AIDI,PROVINCE SETTAT,REGION DE CASABLANCA-SETTAT,Construction,industriel,0,0,2614.0,industriel · 2 614 m2,PARK LOGINTEK SIDI EL AIDI LOT 21,GUsaa-0032/2026,791572,33.09043,-7.60776
